keyword,parent,company,funnel,until_date,status,date_range_start,date_range_end,data_points
soehnle,sandro,Leifheit AGD,branded,2010-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
gap,webjet,"Gap, Inc. (The)",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
old navy,mister car wash,"Gap, Inc. (The)",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
banana republic,mister car wash,"Gap, Inc. (The)",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
athleta,sandro,"Gap, Inc. (The)",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
intermix,card factory,"Gap, Inc. (The)",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
janie and jack,american eagle outfitters,"Gap, Inc. (The)",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
hill city,boot barn,"Gap, Inc. (The)",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
chaparral boats,answear,Marine Products Corporation,branded,2010-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
robalo boats,trustpilot,Marine Products Corporation,branded,2010-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
vortex boats,american eagle outfitters,Marine Products Corporation,branded,2010-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
prosieben,card factory,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
sat.1,mister car wash,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
kabel eins,webjet,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
sixx,american eagle outfitters,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
sat.1 gold,sandro,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
prosieben maxx,card factory,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
puls 4,sandro,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
atv,webjet,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
joyn,answear,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
studio71,boot barn,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
verivox,mister car wash,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
parship,american eagle outfitters,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
elitepartner,webjet,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
lovoo,mister car wash,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
meetme,american eagle outfitters,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
skout,boot barn,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
tagged,card factory,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
jochen schweizer,mister car wash,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
mydays,under armour,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
flaconi,american eagle outfitters,ProSiebenSat.1 Media SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
duluth trading company,webjet,Duluth Holdings Inc.,branded,2016-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
moncler,mister car wash,Moncler SpA,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
stone island,card factory,Moncler SpA,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
princess polly,under armour,a.k.a. Brands Holding Corp.,branded,2021-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
culture kings,american eagle outfitters,a.k.a. Brands Holding Corp.,branded,2021-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
petal & pup,trustpilot,a.k.a. Brands Holding Corp.,branded,2021-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
rebdolls,webjet,a.k.a. Brands Holding Corp.,branded,2021-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
mnml,boot barn,a.k.a. Brands Holding Corp.,branded,2021-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
trustpilot,under armour,Trustpilot Group Plc,branded,2025-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
sonos,trustpilot,"Sonos, Inc.",branded,2018-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
agora,webjet,Agora SAD,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
gazeta wyborcza,boot barn,Agora SAD,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
gazeta.pl,boot barn,Agora SAD,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
tok fm,american eagle outfitters,Agora SAD,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
helios,webjet,Agora SAD,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
sport.pl,answear,Agora SAD,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
wysokie obcasy,answear,Agora SAD,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
radio złote przeboje,sandro,Agora SAD,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
rock radio,trustpilot,Agora SAD,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
next film,webjet,Agora SAD,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
publio.pl,american eagle outfitters,Agora SAD,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
goldenline,boot barn,Agora SAD,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
metro,answear,Agora SAD,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
jack in the box,answear,Jack In The Box Inc.,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
qdoba mexican eats,boot barn,Jack In The Box Inc.,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
dave & buster's,under armour,"Dave & Buster's Entertainment, Inc.",branded,2014-10-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
main event entertainment,answear,"Dave & Buster's Entertainment, Inc.",branded,2014-10-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
1stdibs,webjet,"1stdibs.com, Inc.",branded,2021-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
howe leather,boot barn,Schaffer Corporation LimitedD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
delta corporation,mister car wash,Schaffer Corporation LimitedD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
urbanstone,trustpilot,Schaffer Corporation LimitedD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
lifterz,american eagle outfitters,Schaffer Corporation LimitedD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
pennington,mister car wash,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
nylabone,card factory,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
kaytee,sandro,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
aqueon,sandro,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
zilla,sandro,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
four paws,webjet,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
adams,mister car wash,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
farnam,card factory,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
petag,trustpilot,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
amdro,mister car wash,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
sevin,under armour,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
ironite,trustpilot,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
lilly miller,webjet,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
over'n out,under armour,Central Garden & Pet Company,branded,2010-03-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517
cadet,american eagle outfitters,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
droll yankees,answear,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
tfh,trustpilot,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
coralife,american eagle outfitters,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
k&h pet products,answear,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
gnc pets,trustpilot,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
ark naturals,american eagle outfitters,Central Garden & Pet Company,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
knaus,card factory,Knaus Tabbert AGD,branded,2010-01-31,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7420845225733545985) | keyword='knaus', date_from='2016-02-28', date_to='2021-02-27' | No Content"
tabbert,boot barn,Knaus Tabbert AGD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
weinsberg,card factory,Knaus Tabbert AGD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
t@b,mister car wash,Knaus Tabbert AGD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
morelo,trustpilot,Knaus Tabbert AGD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
knaus tourer cuv,card factory,Knaus Tabbert AGD,branded,2010-01-31,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261
knaus boxlife,card factory,Knaus Tabbert AGD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
weinsberg carabus,boot barn,Knaus Tabbert AGD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
weinsberg caracompact,american eagle outfitters,Knaus Tabbert AGD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
amica,webjet,Amica Spolka AkcyjnaD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
hansa,american eagle outfitters,Amica Spolka AkcyjnaD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
gram,american eagle outfitters,Amica Spolka AkcyjnaD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
cda,card factory,Amica Spolka AkcyjnaD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
tivoli,card factory,Tivoli A/SD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
nimb hotel,american eagle outfitters,Tivoli A/SD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
nu skin,sandro,"Nu Skin Enterprises, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
pharmanex,trustpilot,"Nu Skin Enterprises, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
ageloc,webjet,"Nu Skin Enterprises, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
epoch,boot barn,"Nu Skin Enterprises, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
leon's,card factory,Leon's Furniture LimitedD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
the brick,mister car wash,Leon's Furniture LimitedD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
cinemark,webjet,"Cinemark Holdings, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
cinemark xd,webjet,"Cinemark Holdings, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
cinemark movie club,sandro,"Cinemark Holdings, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
cinemark app,answear,"Cinemark Holdings, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
hostelworld,webjet,Hostelworld Group Plc,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
hostels.com,answear,Hostelworld Group Plc,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
hostelbookers,mister car wash,Hostelworld Group Plc,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
sportsman's warehouse,trustpilot,"Sportsman's Warehouse Holdings, Inc.",branded,2014-04-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
portillo's,american eagle outfitters,Portillo's Inc.,branded,2021-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
de'longhi,under armour,De'Longhi S.p.A.,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
kenwood,webjet,De'Longhi S.p.A.,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
braun,american eagle outfitters,De'Longhi S.p.A.,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
ariete,boot barn,De'Longhi S.p.A.,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773
